x,y
3.745401188473625,18.748854716500706
9.50714306409916,40.73950811866907
7.319939418114051,33.20593290999654
5.986584841970366,26.524344110843543
1.5601864044243652,16.19220143777479
1.5599452033620265,13.407474053590668
0.5808361216819946,6.650319431481684
8.661761457749352,38.62927231939039
6.011150117432088,26.089662070557665
7.080725777960454,33.3567094303465
0.20584494295802447,10.037648458367894
9.699098521619943,39.30548018896638
8.324426408004218,38.062244686503405
2.1233911067827616,15.257430727612661
1.8182496720710062,15.0079941722375
1.8340450985343382,17.21274381017808
3.0424224295953772,17.15770227157808
5.247564316322379,23.859002778413345
4.319450186421157,20.339046793223005
2.9122914019804194,15.56139933700059
6.118528947223795,28.260647896455076
1.3949386065204183,12.564589072454751
2.9214464853521815,17.778444297392674
3.663618432936917,21.477031013351255
4.56069984217036,22.988453231352075
7.851759613930136,37.38822680307012
1.9967378215835974,13.459268709066679
5.142344384136116,30.438543677655645
5.924145688620425,28.985844605701498
0.46450412719997725,6.911449332367354
6.075448519014383,26.122284820428114
1.7052412368729153,13.933289159541573
0.6505159298527952,8.829880183833081
9.488855372533333,41.638994792050845
9.656320330745594,41.74359640675667
8.08397348116461,35.148249358762385
3.0461376917337066,15.967894484931165
0.9767211400638387,7.388829540851705
6.842330265121569,30.05512602379145
4.4015249373960135,24.118134869532994
1.2203823484477883,11.699525707827666
4.951769101112702,21.83971429647048
0.34388521115218396,8.549960090735008
9.093204020787821,39.596848832215045
2.587799816000169,14.289584483598325
6.62522284353982,30.495730164280427
3.1171107608941098,18.026305100021382
5.200680211778108,22.916440145562134
5.4671027934327965,26.850434497711355
1.8485445552552704,14.591474996129914
9.695846277645586,43.101564458110104
7.7513282336111455,36.237252921708816
9.394989415641891,37.12712421883244
8.948273504276488,36.44330718513746
5.978999788110851,28.956569792805297
9.218742350231167,40.2931701276335
0.884925020519195,11.127332944429277
1.959828624191452,21.564863165979524
0.45227288910538066,9.724736133255167
3.2533033076326436,20.657692857075453
3.8867728968948203,22.511708666118277
2.713490317738959,17.79999861469795
8.287375091519294,35.37527433103684
3.567533266935893,21.004304875262157
2.8093450968738076,15.287057409983182
5.426960831582485,25.52072569705868
1.4092422497476265,10.961620778458487
8.021969807540398,35.240642605164034
0.7455064367977082,14.238589662138997
9.868869366005173,37.80651239583461
7.722447692966574,35.401087306132034
1.987156815341724,10.729617111316731
0.05522117123602399,6.249410367747217
8.154614284548341,37.71905118985392
7.068573438476172,31.868567072857527
7.2900716804098735,30.359761325575942
7.712703466859457,32.56385471548817
0.7404465173409036,10.950758308562513
3.5846572854427263,18.08556723561527
1.1586905952512971,11.48833426254349
8.631034258755935,37.299763585453405
6.232981268275579,27.512233743752894
3.308980248526492,22.86931904849337
0.6355835028602363,10.492380304646849
3.109823217156622,13.834096086732963
3.2518332202674705,18.754324900475
7.29606178338064,31.212643312295466
6.3755747135521315,31.019378167024907
8.872127425763265,36.46740451330603
4.722149251619493,23.29804949773443
1.195942459383017,12.195773165801475
7.13244787222995,33.695077941145065
7.607850486168974,31.22688388747986
5.612771975694963,25.975699443250473
7.70967179954561,33.03396067608772
4.937955963643907,22.97618740760625
5.227328293819941,28.826557508931987
4.275410183585496,22.77389906447115
0.2541912674409519,5.367901527373242
1.0789142699330445,12.611923838875208
0.3142918568673425,12.344333893060965
6.364104112637804,31.33929491533461
3.143559810763267,14.963719405763406
5.085706911647028,23.831506045032096
9.07566473926093,41.2986488857865
2.4929222914887497,14.309889088973062
4.103829230356297,22.251041162539497
7.555511385430487,34.993557955865384
2.2879816549162246,13.154074849050621
0.7697990982879299,9.575246131884155
2.8975145291376805,10.658766171843737
1.6122128725400442,10.593969771221575
9.29697652342573,39.03428152920374
8.08120379564417,32.788646920824895
6.334037565104235,32.4339540857281
8.714605901877178,34.640837900648854
8.036720768991145,34.24843371807504
1.8657005888603584,13.791433215583437
